เขต ,พรรค,คะแนน,Tag,พรรคที่ชนะ,สส.แบ่งเขต 
ชุมพร เขต 3,พลังประชารัฐ,6000,แพ้ขาด,เสรีรวมไทย,0
ชุมพร เขต 3,อนาคตใหม่,4300,แพ้ขาด,เสรีรวมไทย,0
ชุมพร เขต 3,ภูมิใจไทย,7800,แพ้ขาด,เสรีรวมไทย,0
ชุมพร เขต 3,พรรคไทยรักษาชาติ,7800,แพ้ขาด,เสรีรวมไทย,0
ชุมพร เขต 3,เสรีรวมไทย,32000,ชนะขาด,เสรีรวมไทย,1
ชุมพร เขต 3,รวมพลังประชาชาติไทย,5600,แพ้ขาด,เสรีรวมไทย,0
ตรัง เขต 1,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ตรัง เขต 1,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 1,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ตรัง เขต 2,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 2,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ตรัง เขต 3,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ตรัง เขต 3,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ตาก เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ตาก เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ตาก เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ตาก เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ตาก เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ตาก เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ตาก เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
น่าน เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
น่าน เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
น่าน เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
น่าน เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
น่าน เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
น่าน เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ประจวบคีรีขันธ์ เขต 1,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
