รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
181,จันทบุรี เขต1,A2001,รวมพลังประชาชาติไทย,7,ตะวันออกเฉียงใต้
000,จันทบุรี เขต1,A2001,บัตรเสีย,15,ตะวันออกเฉียงใต้
888,จันทบุรี เขต1,A2001,ไม่ใช่สิทธิ์ลงคะแนน,0,ตะวันออกเฉียงใต้
999,จันทบุรี เขต2,A2002,บัตรดี,,ตะวันออกเฉียงใต้
034,จันทบุรี เขต2,A2002,เพื่อไทย,11,ตะวันออกเฉียงใต้
001,จันทบุรี เขต2,A2002,ประชาธิปัตย์,13,ตะวันออกเฉียงใต้
192,จันทบุรี เขต2,A2002,พลังประชารัฐ,5,ตะวันออกเฉียงใต้
177,จันทบุรี เขต2,A2002,อนาคตใหม่,16,ตะวันออกเฉียงใต้
063,จันทบุรี เขต2,A2002,ภูมิใจไทย,8,ตะวันออกเฉียงใต้
077,จันทบุรี เขต2,A2002,พรรคไทยรักษาชาติ,6,ตะวันออกเฉียงใต้
145,จันทบุรี เขต2,A2002,เสรีรวมไทย,5,ตะวันออกเฉียงใต้
181,จันทบุรี เขต2,A2002,รวมพลังประชาชาติไทย,13,ตะวันออกเฉียงใต้
000,จันทบุรี เขต2,A2002,บัตรเสีย,16,ตะวันออกเฉียงใต้
888,จันทบุรี เขต2,A2002,ไม่ใช่สิทธิ์ลงคะแนน,7,ตะวันออกเฉียงใต้
999,จันทบุรี เขต3,A2003,บัตรดี,,ตะวันออกเฉียงใต้
034,จันทบุรี เขต3,A2003,เพื่อไทย,15,ตะวันออกเฉียงใต้
001,จันทบุรี เขต3,A2003,ประชาธิปัตย์,8,ตะวันออกเฉียงใต้
192,จันทบุรี เขต3,A2003,พลังประชารัฐ,13,ตะวันออกเฉียงใต้
177,จันทบุรี เขต3,A2003,อนาคตใหม่,5,ตะวันออกเฉียงใต้
063,จันทบุรี เขต3,A2003,ภูมิใจไทย,7,ตะวันออกเฉียงใต้
077,จันทบุรี เขต3,A2003,พรรคไทยรักษาชาติ,16,ตะวันออกเฉียงใต้
145,จันทบุรี เขต3,A2003,เสรีรวมไทย,16,ตะวันออกเฉียงใต้
181,จันทบุรี เขต3,A2003,รวมพลังประชาชาติไทย,15,ตะวันออกเฉียงใต้
000,จันทบุรี เขต3,A2003,บัตรเสีย,5,ตะวันออกเฉียงใต้
888,จันทบุรี เขต3,A2003,ไม่ใช่สิทธิ์ลงคะแนน,0,ตะวันออกเฉียงใต้
999,ชุมพร เขต1,A2101,บัตรดี,,ใต้
034,ชุมพร เขต1,A2101,เพื่อไทย,8,ใต้
001,ชุมพร เขต1,A2101,ประชาธิปัตย์,14,ใต้
192,ชุมพร เขต1,A2101,พลังประชารัฐ,9,ใต้
177,ชุมพร เขต1,A2101,อนาคตใหม่,7,ใต้
063,ชุมพร เขต1,A2101,ภูมิใจไทย,5,ใต้
077,ชุมพร เขต1,A2101,พรรคไทยรักษาชาติ,20,ใต้
145,ชุมพร เขต1,A2101,เสรีรวมไทย,11,ใต้
181,ชุมพร เขต1,A2101,รวมพลังประชาชาติไทย,12,ใต้
000,ชุมพร เขต1,A2101,บัตรเสีย,14,ใต้
888,ชุมพร เขต1,A2101,ไม่ใช่สิทธิ์ลงคะแนน,0,ใต้
999,ชุมพร เขต2,A2102,บัตรดี,,ใต้
034,ชุมพร เขต2,A2102,เพื่อไทย,9,ใต้
001,ชุมพร เขต2,A2102,ประชาธิปัตย์,6,ใต้
192,ชุมพร เขต2,A2102,พลังประชารัฐ,8,ใต้
177,ชุมพร เขต2,A2102,อนาคตใหม่,5,ใต้
063,ชุมพร เขต2,A2102,ภูมิใจไทย,16,ใต้
077,ชุมพร เขต2,A2102,พรรคไทยรักษาชาติ,13,ใต้
145,ชุมพร เขต2,A2102,เสรีรวมไทย,16,ใต้
181,ชุมพร เขต2,A2102,รวมพลังประชาชาติไทย,9,ใต้
000,ชุมพร เขต2,A2102,บัตรเสีย,11,ใต้
888,ชุมพร เขต2,A2102,ไม่ใช่สิทธิ์ลงคะแนน,7,ใต้
999,ชุมพร เขต3,A2103,บัตรดี,,ใต้
034,ชุมพร เขต3,A2103,เพื่อไทย,10,ใต้
001,ชุมพร เขต3,A2103,ประชาธิปัตย์,5,ใต้
192,ชุมพร เขต3,A2103,พลังประชารัฐ,12,ใต้
177,ชุมพร เขต3,A2103,อนาคตใหม่,7,ใต้
063,ชุมพร เขต3,A2103,ภูมิใจไทย,9,ใต้
077,ชุมพร เขต3,A2103,พรรคไทยรักษาชาติ,19,ใต้
145,ชุมพร เขต3,A2103,เสรีรวมไทย,11,ใต้
181,ชุมพร เขต3,A2103,รวมพลังประชาชาติไทย,8,ใต้
000,ชุมพร เขต3,A2103,บัตรเสีย,7,ใต้
888,ชุมพร เขต3,A2103,ไม่ใช่สิทธิ์ลงคะแนน,12,ใต้
999,ตรัง เขต1,A2201,บัตรดี,,ใต้
034,ตรัง เขต1,A2201,เพื่อไทย,17,ใต้
001,ตรัง เขต1,A2201,ประชาธิปัตย์,15,ใต้
192,ตรัง เขต1,A2201,พลังประชารัฐ,8,ใต้
177,ตรัง เขต1,A2201,อนาคตใหม่,11,ใต้
063,ตรัง เขต1,A2201,ภูมิใจไทย,13,ใต้
077,ตรัง เขต1,A2201,พรรคไทยรักษาชาติ,7,ใต้
145,ตรัง เขต1,A2201,เสรีรวมไทย,18,ใต้
181,ตรัง เขต1,A2201,รวมพลังประชาชาติไทย,5,ใต้
000,ตรัง เขต1,A2201,บัตรเสีย,5,ใต้
888,ตรัง เขต1,A2201,ไม่ใช่สิทธิ์ลงคะแนน,1,ใต้
999,ตรัง เขต2,A2202,บัตรดี,,ใต้
034,ตรัง เขต2,A2202,เพื่อไทย,17,ใต้
001,ตรัง เขต2,A2202,ประชาธิปัตย์,10,ใต้
192,ตรัง เขต2,A2202,พลังประชารัฐ,5,ใต้
177,ตรัง เขต2,A2202,อนาคตใหม่,8,ใต้
063,ตรัง เขต2,A2202,ภูมิใจไทย,8,ใต้
077,ตรัง เขต2,A2202,พรรคไทยรักษาชาติ,10,ใต้
145,ตรัง เขต2,A2202,เสรีรวมไทย,8,ใต้
181,ตรัง เขต2,A2202,รวมพลังประชาชาติไทย,13,ใต้
000,ตรัง เขต2,A2202,บัตรเสีย,20,ใต้
888,ตรัง เขต2,A2202,ไม่ใช่สิทธิ์ลงคะแนน,1,ใต้
999,ตรัง เขต3,A2203,บัตรดี,,ใต้
034,ตรัง เขต3,A2203,เพื่อไทย,8,ใต้
001,ตรัง เขต3,A2203,ประชาธิปัตย์,16,ใต้
192,ตรัง เขต3,A2203,พลังประชารัฐ,7,ใต้
177,ตรัง เขต3,A2203,อนาคตใหม่,17,ใต้
063,ตรัง เขต3,A2203,ภูมิใจไทย,15,ใต้
077,ตรัง เขต3,A2203,พรรคไทยรักษาชาติ,5,ใต้
145,ตรัง เขต3,A2203,เสรีรวมไทย,9,ใต้
181,ตรัง เขต3,A2203,รวมพลังประชาชาติไทย,13,ใต้
000,ตรัง เขต3,A2203,บัตรเสีย,6,ใต้
888,ตรัง เขต3,A2203,ไม่ใช่สิทธิ์ลงคะแนน,4,ใต้
999,ตาก เขต1,A2301,บัตรดี,,ตะวันตก
034,ตาก เขต1,A2301,เพื่อไทย,9,ตะวันตก
001,ตาก เขต1,A2301,ประชาธิปัตย์,5,ตะวันตก
192,ตาก เขต1,A2301,พลังประชารัฐ,9,ตะวันตก
177,ตาก เขต1,A2301,อนาคตใหม่,19,ตะวันตก
063,ตาก เขต1,A2301,ภูมิใจไทย,13,ตะวันตก
077,ตาก เขต1,A2301,พรรคไทยรักษาชาติ,6,ตะวันตก
145,ตาก เขต1,A2301,เสรีรวมไทย,5,ตะวันตก
181,ตาก เขต1,A2301,รวมพลังประชาชาติไทย,19,ตะวันตก
000,ตาก เขต1,A2301,บัตรเสีย,7,ตะวันตก
